word,meaning,category
biocultural,생명문화적,csat
adaptation,적응,csat
all manner of,모든 종류의,csat
woodland,삼림 지대,csat
savanna, 대초원,csat
strike a deal,계약을 맺다,csat
territorial,영역의,csat
dominance,우위,csat
home court advantage,홈 코트 이점,csat
in distress,곤경에 처한,csat
industrialist,기업가,csat
counterpart,상대자,csat
capitalism,자본주의,csat
signify,나타내다,csat
uniquely,독특하게,csat
self-fulfilling,자기 충족적인,csat
be forced to,~하도록 강요당하다,csat
in effect,사실상,csat
bear with,~을 견디다,csat
fruitless,무의미한,csat
in the abstract,추상적으로,csat
concentration camp,강제 수용소,csat
despairing,절망한,csat
meditation,명상,csat
internalize,내면화하다,csat
appraise,평가하다,csat
tricky,까다로운,csat
stem from,~에서 비롯되다,csat
rather than,~이 아니라,csat
the other way around,반대로,csat
institutional,제도적인,csat
goods and services,재화와 용역,csat
capital,자본,csat
namely,즉,csat
household,가계,csat
in turn,결과적으로,csat
layer, 단계,csat
socialization,사회화,csat
acculturation,문화적 적응,csat
in the interests of,~을 위해,csat
offend,화나게 하다,csat
intimate,친한 사람,csat
negotiator,협상자,csat
distributive,분배적인,csat
mutually exclusive,상호 배타적인,csat
bargaining,협상,csat
integrative,통합적인,csat
confess,고백하다,csat
suggestive,시사하는 바가 많은,csat
runner-up,준우승자,csat
glory,영광,csat
power source,동력원,csat
dweller,거주자,csat
railway,철도,csat
roadbed,노면,csat
flag,정지 신호를 보내다,csat
pre-hired,미리 부른,csat
hay,건초,csat
oat,귀리,csat
dump,버리다,csat
right-of-way,공용 도로,csat
photoshoot,사진 촬영,csat
aspirational,동경의 대상인,csat
aesthetics,미학,csat
paradox,역설,csat
grief,슬픔,csat
depiction,묘사,csat
overwhelming,압도적인,csat
underline,강조하다,csat
unaccountable,설명할 수 없는,csat
disagreeable,불쾌한,csat
spectacle,광경,csat
living matter,생물,csat
applicable,적용될 수 있는,csat
atom,원자,csat
building block,구성 요소,csat
tissue, 조직,csat
exhibit,보이다,csat
decay,부패하다,csat
molecule,분자,csat
organic,유기의,csat
vital force,생기력,csat
substance,물질,csat
thereafter,그 후,csat
intervention,개입,csat
reside,존재하다,csat
successor,후계자,csat
charioteer,마부,csat
in a split second,눈 깜짝할 사이에,csat
princely,왕자다운,csat
majesty,위엄,csat
stretch out,~을 내밀다[뻗다],csat
alien,이국의,csat
gradually,점점,csat
estimated,예상의,csat
collectively,집단으로,csat
conservative,보수적인,csat
add up,늘어나다,csat
strict,엄격한,csat
profitable,수익성이 있는,csat
reminder,상기시키는 것,csat
caterer,출장 연회 업체 ,csat
treat,특별한 음식,csat
dust,먼지,csat
intended,의도된,csat
donate,기부하다,csat
decent,괜찮은,csat
electronics,전자 기기,csat
appliance,가전제품,csat
outdated,구식인,csat
finite,유한한,csat
fossil fuel,화석 연료,csat
extract,추출하다,csat
mindless,특별한 이유가 없는,csat
low-density,저밀도,csat
virgin land,미개간지,csat
in one’s wake,~의 결과로서,csat
on closer inspection,더 자세히 살펴보면,csat
zoning law,토지 이용 규제법,csat
legislator,입법자,csat
ad agency,광고 대행사,csat
credit line,신용 한도,csat
retailer,소매업자,csat
data-mining,데이터 마이닝,csat
be grateful for,~을 고맙게 여기다,csat
place,기회,csat
by no means,결코 ~이 아닌,csat
fade,사라져 가다,csat
take stock, 살펴보다,csat
thread,실마리,csat
emergence,출현,csat
bridge,메우다,csat
competitiveness,경쟁력,csat
capitalist,자본주의의; 자본가,csat
urgency,급박함,csat
cage,우리,csat
appealing,매력적인,csat
distinction,특별 대우,csat
the real deal,실질적인 것,csat
stroking,쓰다듬기,csat
distinctly,분명히,csat
verbal,언어적인,csat
heroism,영웅주의,csat
resistance,저항,csat
serve in the ranks,사병으로 복무하다,csat
brand new,신설의,csat
assistant director,조감독,csat
feature film,장편 영화,csat
recognition,인정,csat
draw on,~을 활용하다,csat
conscience,양심,csat
the former,전자,csat
capture,포착하다,csat
essence,본질,csat
submission,제출,csat
via,~을 통해,csat
craft,공예,csat
couch,소파,csat
costume jewelry,모조[의상] 장신구,csat
oil painting,유화,csat
nothing more than,~에 불과한,csat
passive,수동적인,csat
mediator,매개물,csat
fundamentally,근본적으로,csat
stamp,눌러 새긴 표시,csat
count,중요하다,csat
offstage,무대 뒤의,csat
circumstance,환경,csat
urge,충동,csat
take hold,자리를 잡다,csat
pursuit,추구,csat
hand down,~을 물려주다,csat
priesthood,성직자,csat
transportable,이동[운반] 가능한,csat
identical,같은,csat
empire,제정,csat
weigh up,평가하다,csat
clinical,임상의,csat
outcompete,경쟁에서 이기다,csat
high end,고급,csat
automation,자동화,csat
conclusive,확실한,csat
dual,이중의,csat
routine,일상적인,csat
workforce,노동력,csat
return on investment,투자 수익,csat
planet,행성,csat
microscopic,미시적인,csat
continent,대륙,csat
regenerate,재생하다,csat
unusually,유별나게,csat
accelerate,가속하다,csat
static,정적인,csat
cyclical,순환적인,csat
at the very least,적어도,csat
perspective,관점,csat
pay respect to,~을 존중하다,csat
sufficient,충분한,csat
constitute,구성하다,csat
orderly,질서 정연한,csat
court,법원,csat
audiovisual,시청각의,csat
seemingly,겉으로 보기에,csat
discomfort,불편함,csat
chronic,만성의,csat
side effect,부작용,csat
virtual,가상의,csat
motor,운동의,csat
precede,먼저 일어나다,csat
come about,일어나다,csat
consciously,의식적으로,csat
reflexive,반사적인,csat
instinctive,본능적인,csat
physiological,생리학적인,csat
telling,효과적으로 보여 주는,csat
generalized,일반적인,csat
purchasing power,구매력,csat
sweetheart,연인,csat
symbolize,상징하다,csat
insufficient,불충분한,csat
professionally,직업상으로,csat
downturn,침체,csat
lay off,~을 해고하다,csat
passionate,열정적인,csat
self-discipline,자제,csat
discourse,담론,csat
activism, 행동주의,csat
primacy,제일,csat
nation-state,민족 국가,csat
elevate,높이다,csat
uneven,한결같지 않은,csat
eyewitness account,목격자 진술,csat
offender,가해자,csat
constituency,유권자,csat
in the interest of,~을 위해,csat
biology,생물학,csat
physics,물리학,csat
spectrum,범위,csat
lone ranger,외로운 방랑자,csat
in isolation,고립된 채로,csat
biofuel,바이오 연료,csat
mode,방식,csat
organic matter,유기물,csat
sugar beet,사탕무,csat
supplement,보충하다,csat
ethanol,에탄올,csat
keep up,유지하다,csat
absorb,흡수하다,csat
fertilize,비료를 주다,csat
harvest,수확하다,csat
nationwide,전국적으로,csat
cropland,경작지,csat
wetland,습지,csat
take over,~을 차지하다,csat
schnauzer,슈나우저,csat
gorgeous,아주 멋진,csat
lean,날씬한,csat
lap,무릎,csat
nap,낮잠,csat
catch one’s breath,숨을 고르다,csat
after the fact, 사후에,csat
loose,헐거운,csat
disobedient,순종적이지 않은,csat
neighborhood,동네,csat
windmill,풍차,csat
chest,가슴,csat
